img,coefficient
profile pics/60232.jpeg,0.9977
profile pics/60233.jpeg,0.9977
profile pics/60234.jpeg,0.9999
profile pics/60235.jpeg,0.9962
profile pics/60236.jpeg,0.9990
profile pics/60237.jpeg,0.9982
profile pics/60238.jpeg,0.9914
profile pics/60239.jpeg,-1
profile pics/60240.jpeg,0.9989
profile pics/60242.jpeg,0.0
profile pics/60243.jpeg,0.9999
profile pics/60245.jpeg,0.0
profile pics/60246.jpeg,0.0
profile pics/60247.jpeg,0.9999
profile pics/60248.jpeg,0.8031
profile pics/60250.jpeg,0.0
profile pics/60251.jpeg,0.0
profile pics/60252.jpeg,0.9991
profile pics/60253.jpeg,0.9936
profile pics/60254.jpeg,0.9944
profile pics/60255.jpeg,0.9971
profile pics/60256.jpeg,0.9943
profile pics/60257.jpeg,0.9974
profile pics/60258.jpeg,0.0
profile pics/60259.jpeg,0.9951
profile pics/60260.jpeg,0.9967
profile pics/60261.jpeg,0.9925
profile pics/60263.jpeg,0.9987
profile pics/60264.jpeg,0.9962
profile pics/60265.jpeg,0.0
profile pics/60266.jpeg,0.9996
profile pics/60267.jpeg,0.9997
profile pics/60268.jpeg,0.9999
profile pics/60269.jpeg,0.9997
profile pics/60270.jpeg,0.0
profile pics/60272.jpeg,0.9983
profile pics/60273.jpeg,0.9999
profile pics/60274.jpeg,0.6060
profile pics/60275.jpeg,0.9997
profile pics/60276.jpeg,0.0
profile pics/60277.jpeg,0.9996
profile pics/60278.jpeg,0.9997
profile pics/60279.jpeg,0.9765
profile pics/60280.jpeg,0.9999
profile pics/60281.jpeg,0.9936
profile pics/60282.jpeg,0.9963
profile pics/60283.jpeg,0.0
profile pics/60284.jpeg,0.0
profile pics/60285.jpeg,0.9988
profile pics/60287.jpeg,0.9985
profile pics/60288.jpeg,0.9992
profile pics/60289.jpeg,0.0
profile pics/60290.jpeg,0.0
profile pics/60291.jpeg,0.9971
profile pics/60292.jpeg,0.9988
profile pics/60293.jpeg,0.9999
profile pics/60294.jpeg,0.9996
profile pics/60295.jpeg,0.9941
profile pics/60296.jpeg,0.9991
profile pics/60298.jpeg,0.0
profile pics/60299.jpeg,0.9982
profile pics/60301.jpeg,0.9997
profile pics/60302.jpeg,0.9984
profile pics/60303.jpeg,0.9920
profile pics/60305.jpeg,0.0
profile pics/60308.jpeg,0.9987
profile pics/60310.jpeg,0.9757
profile pics/60311.jpeg,0.9680
profile pics/60312.jpeg,0.9998
profile pics/60313.jpeg,0.9874
profile pics/60314.jpeg,0.8301
profile pics/60315.jpeg,0.9414
profile pics/60316.jpeg,-1
profile pics/60317.jpeg,0.9991
profile pics/60319.jpeg,0.9994
profile pics/60320.jpeg,0.0
profile pics/60321.jpeg,0.9723
profile pics/60322.jpeg,0.0
profile pics/60323.jpeg,0.8650
profile pics/60324.jpeg,0.9889
profile pics/60325.jpeg,0.9993
profile pics/60326.jpeg,0.0
profile pics/60327.jpeg,0.9907
profile pics/60329.jpeg,0.0
profile pics/60330.jpeg,0.9982
profile pics/60331.jpeg,0.9991
profile pics/60332.jpeg,0.9682
profile pics/60333.jpeg,0.9811
profile pics/60334.jpeg,0.9997
profile pics/60335.jpeg,0.9992
profile pics/60336.jpeg,0.9993
profile pics/60337.jpeg,0.9902
profile pics/60338.jpeg,-1
profile pics/60339.jpeg,0.9994
profile pics/60340.jpeg,0.9989
profile pics/60341.jpeg,0.9987
profile pics/60342.jpeg,0.9999
profile pics/60343.jpeg,0.9997
profile pics/60344.jpeg,0.9990
profile pics/60345.jpeg,0.9974
profile pics/60346.jpeg,0.9996
profile pics/60347.jpeg,0.9988
profile pics/60349.jpeg,0.9998
profile pics/60350.jpeg,0.9985
profile pics/60351.jpeg,0.0
profile pics/60352.jpeg,0.9996
profile pics/60353.jpeg,0.9991
profile pics/60354.jpeg,0.0
profile pics/60357.jpeg,0.0
profile pics/60358.jpeg,0.9941
profile pics/60359.jpeg,0.9987
profile pics/60360.jpeg,0.9992
profile pics/60361.jpeg,0.9997
profile pics/60362.jpeg,0.0
profile pics/60363.jpeg,0.0
profile pics/60364.jpeg,0.9989
profile pics/60365.jpeg,0.9998
profile pics/60366.jpeg,0.9996
profile pics/60367.jpeg,0.9998
profile pics/60368.jpeg,0.9998
profile pics/60369.jpeg,0.9133
profile pics/60370.jpeg,0.9997
profile pics/60371.jpeg,0.9965
profile pics/60372.jpeg,0.9910
profile pics/60373.jpeg,0.0
profile pics/60374.jpeg,0.9995
profile pics/60375.jpeg,0.0
profile pics/60376.jpeg,0.9996
profile pics/60377.jpeg,0.9935
profile pics/60378.jpeg,0.0
profile pics/60379.jpeg,0.9965
profile pics/60380.jpeg,0.9996
profile pics/60382.jpeg,0.0
profile pics/60383.jpeg,0.9711
profile pics/60384.jpeg,0.9998
profile pics/60385.jpeg,0.0
profile pics/60386.jpeg,0.9889
profile pics/60387.jpeg,0.9972
profile pics/60388.jpeg,0.0
profile pics/60389.jpeg,0.9992
profile pics/60390.jpeg,-1
profile pics/60391.jpeg,0.9874
profile pics/60392.jpeg,0.9900
profile pics/60393.jpeg,0.9999
profile pics/60394.jpeg,0.9976
profile pics/60395.jpeg,0.9994
profile pics/60396.jpeg,0.9918
profile pics/60397.jpeg,0.9998
profile pics/60399.jpeg,0.9963
profile pics/60400.jpeg,0.8855
profile pics/60401.jpeg,0.9862
profile pics/60402.jpeg,0.9988
profile pics/60403.jpeg,0.9759
profile pics/60404.jpeg,0.9997
profile pics/60405.jpeg,0.9997
profile pics/60406.jpeg,0.9977
profile pics/60407.jpeg,0.9999
profile pics/60408.jpeg,0.0
profile pics/60409.jpeg,0.9992
profile pics/60410.jpeg,0.0
profile pics/60411.jpeg,0.9998
profile pics/60412.jpeg,0.9991
profile pics/60413.jpeg,0.9985
profile pics/60414.jpeg,0.9997
profile pics/60415.jpeg,0.9933
profile pics/60416.jpeg,0.9991
profile pics/60417.jpeg,0.9999
profile pics/60418.jpeg,0.9904
profile pics/60419.jpeg,0.9997
profile pics/60420.jpeg,0.0
profile pics/60421.jpeg,0.9976
profile pics/60422.jpeg,0.9998
profile pics/60423.jpeg,0.9983
profile pics/60424.jpeg,0.9997
profile pics/60425.jpeg,0.9999
profile pics/60426.jpeg,0.0
profile pics/60427.jpeg,0.9995
profile pics/60428.jpeg,0.0
profile pics/60429.jpeg,0.9989
profile pics/60430.jpeg,0.9987
profile pics/60431.jpeg,0.9998
profile pics/60432.jpeg,0.9983
profile pics/60433.jpeg,0.9998
profile pics/60434.jpeg,0.9987
profile pics/60436.jpeg,0.0
profile pics/60437.jpeg,0.9992
profile pics/60439.jpeg,0.0
profile pics/60440.jpeg,0.9999
profile pics/60441.jpeg,0.0
profile pics/60442.jpeg,-1
profile pics/60443.jpeg,-1
profile pics/60444.jpeg,0.9999
profile pics/60445.jpeg,0.9998
profile pics/60446.jpeg,0.0
profile pics/60447.jpeg,0.9997
profile pics/60448.jpeg,0.9997
profile pics/60449.jpeg,0.0
profile pics/60450.jpeg,0.9963
profile pics/60451.jpeg,0.9995
profile pics/60452.jpeg,-1
profile pics/60453.jpeg,0.9981
profile pics/60454.jpeg,0.9978
profile pics/60455.jpeg,0.9999
profile pics/60456.jpeg,0.0
profile pics/60457.jpeg,0.9973
profile pics/60458.jpeg,0.9670
profile pics/60459.jpeg,0.9150
profile pics/60461.jpeg,0.9994
profile pics/60462.jpeg,0.9990
profile pics/60463.jpeg,0.9997
profile pics/60464.jpeg,0.9717
profile pics/60465.jpeg,0.9997
profile pics/60466.jpeg,0.0
profile pics/60467.jpeg,0.9953
profile pics/60468.jpeg,0.9981
profile pics/60469.jpeg,0.9992
profile pics/60471.jpeg,0.9999
profile pics/60472.jpeg,0.9995
profile pics/60473.jpeg,0.9998
profile pics/60474.jpeg,0.9999
profile pics/60475.jpeg,0.9993
profile pics/60476.jpeg,0.9998
profile pics/60477.jpeg,0.0
profile pics/60478.jpeg,0.9992
profile pics/60479.jpeg,0.9999
profile pics/60480.jpeg,0.9815
profile pics/60481.jpeg,0.9996
profile pics/60482.jpeg,0.9934
profile pics/60483.jpeg,0.9962
profile pics/60484.jpeg,0.9995
profile pics/60485.jpeg,0.9971
profile pics/60486.jpeg,0.0
profile pics/60488.jpeg,0.9986
profile pics/60489.jpeg,0.9993
profile pics/60490.jpeg,0.0
profile pics/60491.jpeg,0.0
profile pics/60492.jpeg,0.9986
profile pics/60494.jpeg,0.0
profile pics/60495.jpeg,0.9998
profile pics/60496.jpeg,0.0
profile pics/60497.jpeg,0.0
profile pics/60498.jpeg,0.0
profile pics/60500.jpeg,0.9996
profile pics/60501.jpeg,0.9997
profile pics/60503.jpeg,0.9950
profile pics/60505.jpeg,0.0
profile pics/60506.jpeg,0.0
profile pics/60507.jpeg,0.9978
profile pics/60508.jpeg,0.9996
profile pics/60509.jpeg,0.9987
profile pics/60510.jpeg,0.0
profile pics/60511.jpeg,0.9993
profile pics/60512.jpeg,0.9663
profile pics/60513.jpeg,0.9994
profile pics/60514.jpeg,0.9968
profile pics/60515.jpeg,0.9986
profile pics/60517.jpeg,0.9896
profile pics/60518.jpeg,0.0
profile pics/60519.jpeg,0.0
profile pics/60520.jpeg,0.9988
profile pics/60521.jpeg,0.9996
profile pics/60522.jpeg,0.9963
profile pics/60523.jpeg,0.9999
profile pics/60524.jpeg,0.0
profile pics/60525.jpeg,0.9950
profile pics/60526.jpeg,0.9991
profile pics/60527.jpeg,0.9985
profile pics/60528.jpeg,0.9988
profile pics/60529.jpeg,0.9998
profile pics/60530.jpeg,0.9946
profile pics/60531.jpeg,0.0
profile pics/60532.jpeg,0.9960
profile pics/60533.jpeg,0.0
profile pics/60534.jpeg,0.9987
profile pics/60535.jpeg,0.9999
profile pics/60536.jpeg,0.9352
profile pics/60537.jpeg,0.9965
profile pics/60538.jpeg,0.9922
profile pics/60539.jpeg,0.8525
profile pics/60540.jpeg,0.9998
profile pics/60541.jpeg,0.8648
profile pics/60542.jpeg,0.9993
profile pics/60544.jpeg,0.9996
profile pics/60545.jpeg,0.9998
profile pics/60546.jpeg,0.9989
profile pics/60547.jpeg,0.0
profile pics/60548.jpeg,0.9998
profile pics/60549.jpeg,0.0
profile pics/60550.jpeg,0.9996
profile pics/60551.jpeg,0.9997
profile pics/60552.jpeg,0.9974
profile pics/60554.jpeg,0.9922
profile pics/60555.jpeg,0.9982
profile pics/60556.jpeg,0.0
profile pics/60557.jpeg,0.9992
profile pics/60558.jpeg,0.8805
profile pics/60559.jpeg,0.7568
profile pics/60560.jpeg,0.0
profile pics/60561.jpeg,-1
profile pics/60562.jpeg,0.0
profile pics/60563.jpeg,0.9999
profile pics/60564.jpeg,0.9693
profile pics/60565.jpeg,0.9985
profile pics/60566.jpeg,0.9975
profile pics/60567.jpeg,0.9939
profile pics/60568.jpeg,0.9670
profile pics/60569.jpeg,0.9998
profile pics/60570.jpeg,0.9972
profile pics/60571.jpeg,0.9935
profile pics/60572.jpeg,0.0
profile pics/60573.jpeg,0.0
profile pics/60574.jpeg,0.0
profile pics/60576.jpeg,0.9911
profile pics/60577.jpeg,0.0
profile pics/60578.jpeg,0.9998
profile pics/60579.jpeg,0.9994
profile pics/60580.jpeg,0.9902
profile pics/60581.jpeg,0.0
profile pics/60582.jpeg,0.9999
profile pics/60583.jpeg,0.0
profile pics/60584.jpeg,0.9992
profile pics/60585.jpeg,0.0
profile pics/60586.jpeg,0.9996
profile pics/60587.jpeg,0.9960
profile pics/60588.jpeg,0.9998
profile pics/60589.jpeg,0.0
profile pics/60590.jpeg,-1
profile pics/60591.jpeg,0.9997
profile pics/60592.jpeg,0.9992
profile pics/60593.jpeg,0.9909
profile pics/60594.jpeg,0.9997
profile pics/60595.jpeg,0.9994
profile pics/60596.jpeg,0.9981
profile pics/60597.jpeg,0.9999
profile pics/60598.jpeg,0.9997
profile pics/60599.jpeg,0.9900
profile pics/60600.jpeg,0.8886
profile pics/60601.jpeg,0.0
profile pics/60602.jpeg,0.9994
profile pics/60603.jpeg,0.0
profile pics/60605.jpeg,0.9990
profile pics/60606.jpeg,0.9995
profile pics/60607.jpeg,0.9995
profile pics/60608.jpeg,0.9996
profile pics/60609.jpeg,0.0
profile pics/60611.jpeg,0.9996
profile pics/60612.jpeg,0.9999
profile pics/60613.jpeg,0.9997
profile pics/60614.jpeg,0.9892
profile pics/60615.jpeg,0.9966
profile pics/60616.jpeg,0.9995
profile pics/60617.jpeg,0.9980
profile pics/60618.jpeg,0.9860
profile pics/60619.jpeg,0.9986
profile pics/60620.jpeg,0.9974
profile pics/60621.jpeg,0.9057
profile pics/60622.jpeg,0.9997
profile pics/60623.jpeg,0.9997
profile pics/60624.jpeg,0.9980
profile pics/60625.jpeg,0.9378
profile pics/60626.jpeg,0.9993
profile pics/60627.jpeg,0.6485
profile pics/60628.jpeg,0.0
profile pics/60629.jpeg,0.9999
profile pics/60630.jpeg,0.9108
profile pics/60631.jpeg,0.9980
profile pics/60632.jpeg,0.0
profile pics/60633.jpeg,0.0
profile pics/60634.jpeg,0.9990
profile pics/60635.jpeg,0.0
profile pics/60636.jpeg,0.9933
profile pics/60637.jpeg,0.9932
profile pics/60638.jpeg,0.9991
profile pics/60639.jpeg,0.9969
profile pics/60640.jpeg,0.9746
profile pics/60641.jpeg,0.9961
profile pics/60642.jpeg,0.9788
profile pics/60643.jpeg,0.9986
profile pics/60644.jpeg,0.9885
profile pics/60645.jpeg,0.9998
profile pics/60646.jpeg,0.9999
profile pics/60647.jpeg,0.9995
profile pics/60648.jpeg,0.9998
profile pics/60649.jpeg,0.9994
profile pics/60650.jpeg,0.9998
profile pics/60651.jpeg,0.0
profile pics/60652.jpeg,0.0
profile pics/60653.jpeg,0.9997
profile pics/60654.jpeg,0.9994
profile pics/60655.jpeg,0.9986
profile pics/60656.jpeg,0.9999
profile pics/60657.jpeg,0.9995
profile pics/60658.jpeg,0.8303
profile pics/60659.jpeg,0.9999
profile pics/60660.jpeg,0.9989
profile pics/60661.jpeg,0.9999
profile pics/60663.jpeg,0.9823
profile pics/60664.jpeg,0.0
profile pics/60665.jpeg,0.0
profile pics/60666.jpeg,0.9996
profile pics/60667.jpeg,0.9973
profile pics/60668.jpeg,0.0
profile pics/60670.jpeg,0.7412
profile pics/60671.jpeg,0.9988
profile pics/60672.jpeg,0.9968
profile pics/60673.jpeg,0.0
profile pics/60674.jpeg,0.9993
profile pics/60675.jpeg,0.9837
profile pics/60676.jpeg,0.9995
profile pics/60677.jpeg,0.9973
profile pics/60678.jpeg,0.9970
profile pics/60679.jpeg,0.0
profile pics/60680.jpeg,0.0
profile pics/60681.jpeg,0.0
profile pics/60682.jpeg,0.9885
profile pics/60683.jpeg,0.9995
profile pics/60684.jpeg,0.9989
profile pics/60686.jpeg,0.9990
profile pics/60687.jpeg,0.9993
profile pics/60688.jpeg,0.7697
profile pics/60689.jpeg,0.9997
profile pics/60690.jpeg,0.9998
profile pics/60691.jpeg,0.9998
profile pics/60692.jpeg,0.9995
profile pics/60693.jpeg,0.9887
profile pics/60694.jpeg,0.9996
profile pics/60695.jpeg,0.9997
profile pics/60696.jpeg,0.9994
profile pics/60697.jpeg,0.9992
profile pics/60698.jpeg,-1
profile pics/60699.jpeg,0.9996
profile pics/60700.jpeg,0.9999
profile pics/60701.jpeg,0.9991
profile pics/60702.jpeg,0.9979
profile pics/60703.jpeg,0.9992
profile pics/60704.jpeg,0.9872
profile pics/60705.jpeg,0.9983
profile pics/60706.jpeg,0.0
profile pics/60707.jpeg,0.8652
profile pics/60708.jpeg,0.9653
profile pics/60709.jpeg,0.0
profile pics/60710.jpeg,0.0
profile pics/60711.jpeg,0.9932
profile pics/60712.jpeg,0.0
profile pics/60713.jpeg,0.9996
profile pics/60714.jpeg,0.9994
profile pics/60715.jpeg,0.9960
profile pics/60716.jpeg,0.9996
profile pics/60718.jpeg,0.9999
profile pics/60719.jpeg,0.0
profile pics/60720.jpeg,0.9987
profile pics/60721.jpeg,0.9987
profile pics/60722.jpeg,0.9997
profile pics/60723.jpeg,0.9999
profile pics/60725.jpeg,0.9752
profile pics/60726.jpeg,0.9955
profile pics/60727.jpeg,0.9975
profile pics/60729.jpeg,0.0
profile pics/60730.jpeg,0.9974
profile pics/60731.jpeg,0.9996
profile pics/60732.jpeg,0.9978
profile pics/60733.jpeg,0.9996
profile pics/60734.jpeg,0.9996
profile pics/60735.jpeg,0.9996
profile pics/60736.jpeg,0.9987
profile pics/60737.jpeg,0.9977
profile pics/60738.jpeg,0.0
profile pics/60739.jpeg,0.0
profile pics/60740.jpeg,0.9993
profile pics/60742.jpeg,0.9970
profile pics/60744.jpeg,0.9978
profile pics/60745.jpeg,0.9976
profile pics/60746.jpeg,0.9933
profile pics/60748.jpeg,0.6178
profile pics/60749.jpeg,0.9987
profile pics/60750.jpeg,0.9997
profile pics/60751.jpeg,0.9996
profile pics/60752.jpeg,0.9998
profile pics/60753.jpeg,0.9977
profile pics/60754.jpeg,0.9992
profile pics/60755.jpeg,0.9987
profile pics/60756.jpeg,-1
profile pics/60757.jpeg,0.9998
profile pics/60758.jpeg,0.9972
profile pics/60759.jpeg,0.9701
profile pics/60760.jpeg,0.0
profile pics/60761.jpeg,0.9999
profile pics/60762.jpeg,0.9949
profile pics/60763.jpeg,0.9993
profile pics/60764.jpeg,0.9997
profile pics/60766.jpeg,0.9993
profile pics/60767.jpeg,0.0
profile pics/60769.jpeg,0.9964
profile pics/60770.jpeg,0.9988
profile pics/60771.jpeg,0.9987
profile pics/60772.jpeg,0.9996
profile pics/60773.jpeg,0.9999
profile pics/60774.jpeg,0.9997
profile pics/60775.jpeg,0.9999
profile pics/60776.jpeg,0.9982
profile pics/60777.jpeg,0.0
profile pics/60778.jpeg,0.9926
profile pics/60779.jpeg,0.0
profile pics/60780.jpeg,0.9916
profile pics/60781.jpeg,0.9981
profile pics/60782.jpeg,0.7864
profile pics/60784.jpeg,0.9993
profile pics/60785.jpeg,0.9995
profile pics/60786.jpeg,0.9231
profile pics/60787.jpeg,0.0
profile pics/60788.jpeg,0.9973
profile pics/60789.jpeg,0.0
profile pics/60790.jpeg,0.9993
profile pics/60791.jpeg,0.9997
profile pics/60792.jpeg,0.9992
profile pics/60793.jpeg,0.9967
profile pics/60794.jpeg,0.9997
profile pics/60795.jpeg,0.9987
profile pics/60796.jpeg,0.9985
profile pics/60797.jpeg,0.0
profile pics/60798.jpeg,0.9995
profile pics/60799.jpeg,0.9987
profile pics/60801.jpeg,0.9992
profile pics/60802.jpeg,0.0
profile pics/60803.jpeg,0.9996
profile pics/60805.jpeg,0.9972
profile pics/60806.jpeg,0.9998
profile pics/60807.jpeg,0.9999
profile pics/60808.jpeg,0.9999
profile pics/60809.jpeg,0.9996
profile pics/60810.jpeg,0.9976
profile pics/60811.jpeg,0.9998
profile pics/60812.jpeg,0.9991
profile pics/60814.jpeg,0.0
profile pics/60815.jpeg,0.9991
profile pics/60816.jpeg,0.9892
profile pics/60817.jpeg,0.9996
profile pics/60818.jpeg,0.9997
profile pics/60819.jpeg,0.9879
profile pics/60820.jpeg,0.9996
profile pics/60821.jpeg,0.0
profile pics/60822.jpeg,0.9897
profile pics/60823.jpeg,0.9996
profile pics/60824.jpeg,0.9987
profile pics/60825.jpeg,0.9997
profile pics/60826.jpeg,0.9825
profile pics/60827.jpeg,0.9983
profile pics/60828.jpeg,0.9996
profile pics/60829.jpeg,0.9990
profile pics/60830.jpeg,0.9982
profile pics/60832.jpeg,0.9996
profile pics/60833.jpeg,0.0
profile pics/60834.jpeg,0.9999
profile pics/60835.jpeg,0.0
profile pics/60836.jpeg,0.9999
profile pics/60837.jpeg,0.9983
profile pics/60838.jpeg,0.9996
profile pics/60839.jpeg,0.9958
profile pics/60840.jpeg,0.0
profile pics/60841.jpeg,0.0
profile pics/60842.jpeg,0.9841
profile pics/60843.jpeg,0.7426
profile pics/60844.jpeg,0.0
profile pics/60845.jpeg,0.9998
profile pics/60846.jpeg,0.9975
profile pics/60847.jpeg,0.0
profile pics/60848.jpeg,0.9962
profile pics/60849.jpeg,0.0
profile pics/60850.jpeg,0.0
profile pics/60852.jpeg,0.9998
profile pics/60853.jpeg,0.9986
profile pics/60854.jpeg,0.9995
profile pics/60855.jpeg,0.9997
profile pics/60856.jpeg,0.9977
profile pics/60857.jpeg,0.9998
profile pics/60858.jpeg,0.9992
profile pics/60859.jpeg,0.9998
profile pics/60860.jpeg,0.9999
profile pics/60861.jpeg,0.9992
profile pics/60862.jpeg,0.0
profile pics/60863.jpeg,0.9984
profile pics/60864.jpeg,0.9998
profile pics/60865.jpeg,0.9998
profile pics/60866.jpeg,0.9995
profile pics/60867.jpeg,0.9894
profile pics/60868.jpeg,0.0
profile pics/60869.jpeg,0.9987
profile pics/60870.jpeg,0.9997
profile pics/60871.jpeg,0.0
profile pics/60872.jpeg,0.7683
profile pics/60873.jpeg,0.9996
profile pics/60874.jpeg,0.9848
profile pics/60875.jpeg,0.9995
profile pics/60876.jpeg,0.9972
profile pics/60877.jpeg,0.9969
profile pics/60878.jpeg,-1
profile pics/60879.jpeg,0.9981
profile pics/60880.jpeg,0.0
profile pics/60881.jpeg,0.9998
profile pics/60882.jpeg,0.9990
profile pics/60883.jpeg,0.0
profile pics/60884.jpeg,0.9920
profile pics/60885.jpeg,0.9929
profile pics/60886.jpeg,0.9979
profile pics/60887.jpeg,-1
profile pics/60888.jpeg,0.9997
profile pics/60890.jpeg,0.9996
profile pics/60891.jpeg,0.9707
profile pics/60893.jpeg,0.9991
profile pics/60894.jpeg,0.9997
profile pics/60895.jpeg,0.9996
profile pics/60896.jpeg,0.0
profile pics/60897.jpeg,0.9986
profile pics/60898.jpeg,0.8544
profile pics/60900.jpeg,0.9984
profile pics/60901.jpeg,0.9959
profile pics/60902.jpeg,0.9994
profile pics/60903.jpeg,0.9999
profile pics/60904.jpeg,0.9988
profile pics/60905.jpeg,0.6609
profile pics/60906.jpeg,0.0
profile pics/60907.jpeg,0.0
profile pics/60908.jpeg,0.9970
profile pics/60909.jpeg,0.0
profile pics/60910.jpeg,0.0
profile pics/60911.jpeg,0.9995
profile pics/60912.jpeg,0.9993
profile pics/60913.jpeg,0.9988
profile pics/60914.jpeg,0.8043
profile pics/60915.jpeg,0.9916
profile pics/60916.jpeg,0.9995
profile pics/60917.jpeg,0.9994
profile pics/60918.jpeg,0.9994
profile pics/60919.jpeg,0.9968
profile pics/60920.jpeg,0.9996
profile pics/60921.jpeg,0.0
profile pics/60922.jpeg,0.6488
profile pics/60923.jpeg,0.9922
profile pics/60924.jpeg,0.0
profile pics/60925.jpeg,0.9979
profile pics/60926.jpeg,0.9977
profile pics/60927.jpeg,0.9996
profile pics/60928.jpeg,0.9966
profile pics/60929.jpeg,0.9962
profile pics/60931.jpeg,0.9995
profile pics/60932.jpeg,0.9683
profile pics/60934.jpeg,0.9970
profile pics/60935.jpeg,0.0
profile pics/60936.jpeg,0.9998
profile pics/60939.jpeg,0.9998
profile pics/60940.jpeg,0.9994
profile pics/60941.jpeg,0.9542
profile pics/60942.jpeg,0.9915
profile pics/60943.jpeg,0.0
profile pics/60944.jpeg,0.0
profile pics/60945.jpeg,0.9906
profile pics/60946.jpeg,0.9996
profile pics/60947.jpeg,0.9998
profile pics/60949.jpeg,0.9963
profile pics/60950.jpeg,0.0
profile pics/60951.jpeg,0.9997
profile pics/60952.jpeg,0.9988
profile pics/60953.jpeg,0.9984
profile pics/60954.jpeg,0.9997
profile pics/60955.jpeg,0.9982
profile pics/60956.jpeg,0.0
profile pics/60958.jpeg,0.0
profile pics/60959.jpeg,0.9998
profile pics/60960.jpeg,0.9998
profile pics/60961.jpeg,0.9990
profile pics/60962.jpeg,0.9992
profile pics/60964.jpeg,0.0
profile pics/60965.jpeg,0.9983
profile pics/60966.jpeg,0.9920
profile pics/60967.jpeg,0.9953
profile pics/60968.jpeg,0.9900
profile pics/60969.jpeg,0.9993
profile pics/60971.jpeg,0.9998
profile pics/60972.jpeg,0.9935
profile pics/60973.jpeg,0.9988
profile pics/60974.jpeg,0.9998
profile pics/60975.jpeg,0.0
profile pics/60976.jpeg,0.9997
profile pics/60978.jpeg,0.9904
profile pics/60979.jpeg,0.0
profile pics/60980.jpeg,0.9998
profile pics/60981.jpeg,0.9837
profile pics/60982.jpeg,0.8900
profile pics/60983.jpeg,0.9839
profile pics/60984.jpeg,0.9996
profile pics/60985.jpeg,-1
profile pics/60986.jpeg,0.9996
profile pics/60987.jpeg,0.0
profile pics/60989.jpeg,0.9999
profile pics/60990.jpeg,0.0
profile pics/60991.jpeg,0.9990
profile pics/60992.jpeg,0.9722
profile pics/60993.jpeg,0.9947
profile pics/60994.jpeg,0.9993
profile pics/60995.jpeg,0.9990
profile pics/60996.jpeg,0.9998
profile pics/60997.jpeg,0.9979
profile pics/60998.jpeg,0.0
profile pics/60999.jpeg,0.9971
profile pics/61000.jpeg,0.0
profile pics/61001.jpeg,0.9004
